,idx_cd,eval_d,log_p,y
1529,RUSSELL2000,2006-06-30,6.585716378818473,0.005076212535193747
1530,RUSSELL2000,2006-07-31,6.551880015213969,-0.03327031614389997
1531,RUSSELL2000,2006-08-31,6.57998288871385,0.028501484526664456
1532,RUSSELL2000,2006-09-30,6.586990629747995,0.007032352708503664
1533,RUSSELL2000,2006-10-31,6.642284694895576,0.056851352133562294
1534,RUSSELL2000,2006-11-30,6.667106908387705,0.025132849532826018
1535,RUSSELL2000,2006-12-31,6.669071602986195,0.0019666258755046684
1536,RUSSELL2000,2007-01-31,6.6850416352444215,0.01609823478031247
1537,RUSSELL2000,2007-02-28,6.676198939190447,-0.008803714402806806
1538,RUSSELL2000,2007-03-31,6.685498834072662,0.009343273271834818
1539,RUSSELL2000,2007-04-30,6.702660366645159,0.017309637696544256
1540,RUSSELL2000,2007-05-31,6.74187069200806,0.03998919675411572
1541,RUSSELL2000,2007-06-30,6.725872425943616,-0.01587097352988398
1542,RUSSELL2000,2007-07-31,6.65431616658623,-0.06905609818411684
1543,RUSSELL2000,2007-08-31,6.675647922538198,0.02156090433653257
1544,RUSSELL2000,2007-09-30,6.691401127443974,0.01587794077398197
1545,RUSSELL2000,2007-10-31,6.719036100981888,0.02802036128872043
1546,RUSSELL2000,2007-11-30,6.643487604177978,-0.0727652384788271
1547,RUSSELL2000,2007-12-31,6.641222638895594,-0.0022624021839932063
1548,RUSSELL2000,2008-01-31,6.569899285410722,-0.06883925063084906
1549,RUSSELL2000,2008-02-29,6.5311399839780275,-0.038017770973702514
1550,RUSSELL2000,2008-03-31,6.533740871666701,0.002604272931300944
1551,RUSSELL2000,2008-04-30,6.57392594681017,0.041003420222190945
1552,RUSSELL2000,2008-05-31,6.617779912273411,0.04482976251647641
1553,RUSSELL2000,2008-06-30,6.5361972725342525,-0.07834345874950899
1554,RUSSELL2000,2008-07-31,6.571616586728816,0.03605404990002303
1555,RUSSELL2000,2008-08-31,6.605970225347494,0.034950540499689264
1556,RUSSELL2000,2008-09-30,6.521479374770366,-0.0810199365244213
1557,RUSSELL2000,2008-10-31,6.286967829006056,-0.2090428983656154
1558,RUSSELL2000,2008-11-30,6.159387100696661,-0.11977764589662543
1559,RUSSELL2000,2008-12-31,6.213513499567387,0.05561802264878324
1560,RUSSELL2000,2009-01-31,6.094754169946713,-0.11197850448390534
1561,RUSSELL2000,2009-02-28,5.963620473877984,-0.12289949833718494
1562,RUSSELL2000,2009-03-31,6.046776256839054,0.08671108643346281
1563,RUSSELL2000,2009-04-30,6.189415410815149,0.15331355795887847
1564,RUSSELL2000,2009-05-31,6.217860802639514,0.028853825470043892
1565,RUSSELL2000,2009-06-30,6.231034444253931,0.013260796325571311
